"Sample_ID","Intervention","Type","ShiftStartTime","SampleNumber","PostIntervention","Hygiene1","Hygiene2","Hygiene3","Hygiene4","TeatN","TeatS","TeatR","TeatVR","KickOffs","Sample_Notes","MicroTests_ID","Sample","Test","Rep1","Rep2","Rep3","Rep4","Rep5","Rep6","Rep7","Rep8","Rep9","Rep10","Calculated_Average","Interventions_ID","Visit","Farm","SamplingStartDate","TrainingDate","SamplingEndDate","PredipType","PostdipType","Bleach","Detergent","Dry","Farms_ID","MilkingTimes","FarmID","MicroTests_Notes","DayFromTraining","SamplingDay"
368,12,"BTM",3/14/2018 14:00:00,"12","No",28,171,47,7,383,467,143,17,3,,1105,368,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
369,12,"BTM",3/14/2018 22:00:00,"13","No",21,82,10,1,19,244,146,23,1,,1106,369,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
370,12,"Towel",3/8/2018 6:00:00,"1","No",,,,,,,,,,,1107,370,"PSC",0.00,0.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
371,12,"Towel",3/10/2018 6:00:00,"2","No",,,,,,,,,,,1108,371,"PSC",0.00,1.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
372,12,"Towel",3/12/2018 6:00:00,"3","No",,,,,,,,,,,1109,372,"PSC",0.00,0.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
373,12,"Towel",3/14/2018 6:00:00,"4","No",,,,,,,,,,,1110,373,"PSC",0.00,0.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
374,12,"BTM",3/16/2018 6:00:00,"14","Yes",,,,,,,,,,,1111,374,"MSC",0.00,1.00,0.00,2.00,1.00,2.00,2.00,0.00,1.00,2.00,1.10,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
375,12,"BTM",3/16/2018 22:00:00,"15","Yes",,,,,,,,,,,1112,375,"MSC",0.00,1.00,2.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00,0.70,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
376,12,"BTM",3/18/2018 6:00:00,"16","Yes",,,,,,,,,,,1113,376,"MSC",1.00,3.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.80,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
377,12,"BTM",3/18/2018 6:00:00,"17","Yes",,,,,,,,,,,1114,377,"MSC",3.00,2.00,1.00,2.00,1.00,2.00,1.00,3.00,2.00,1.00,1.80,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
378,12,"BTM",3/18/2018 14:00:00,"18","Yes",,,,,,,,,,,1115,378,"MSC",1.00,0.00,2.00,5.00,0.00,1.00,1.00,2.00,0.00,1.00,1.30,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
379,12,"BTM",3/18/2018 22:00:00,"19","Yes",,,,,,,,,,,1116,379,"MSC",0.00,1.00,0.00,2.00,3.00,2.00,1.00,1.00,0.00,1.00,1.10,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
380,12,"BTM",3/18/2018 22:00:00,"20","Yes",,,,,,,,,,,1117,380,"MSC",0.00,4.00,2.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,1.20,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
381,12,"BTM",3/20/2018 6:00:00,"21","Yes",,,,,,,,,,,1118,381,"MSC",0.00,0.00,2.00,1.00,0.00,0.00,1.00,2.00,1.00,0.00,0.70,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
382,12,"BTM",3/20/2018 14:00:00,"22","Yes",,,,,,,,,,,1119,382,"MSC",1.00,2.00,1.00,2.00,1.00,2.00,1.00,0.00,4.00,4.00,1.80,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
383,12,"BTM",3/22/2018 6:00:00,"23","Yes",,,,,,,,,,,1120,383,"MSC",1.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,0.60,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
384,12,"BTM",3/22/2018 14:00:00,"24","Yes",,,,,,,,,,,1121,384,"MSC",2.00,2.00,2.00,1.00,4.00,3.00,1.00,2.00,2.00,2.00,2.10,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
385,12,"BTM",3/22/2018 14:00:00,"25","Yes",,,,,,,,,,,1122,385,"MSC",0.00,2.00,3.00,2.00,2.00,2.00,1.00,0.00,0.00,2.00,1.40,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
386,12,"BTM",3/22/2018 22:00:00,"26","Yes",,,,,,,,,,,1123,386,"MSC",1.00,3.00,0.00,0.00,1.00,2.00,0.00,0.00,1.00,2.00,1.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
387,12,"Towel",3/16/2018 6:00:00,"5","Yes",,,,,,,,,,,1124,387,"MSC",37.00,39.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
388,12,"Towel",3/18/2018 6:00:00,"6","Yes",,,,,,,,,,,1125,388,"MSC",12.00,14.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
389,12,"Towel",3/20/2018 6:00:00,"7","Yes",,,,,,,,,,,1126,389,"MSC",24.00,21.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
390,12,"Towel",3/22/2018 6:00:00,"8","Yes",,,,,,,,,,,1127,390,"MSC",36.00,30.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
374,12,"BTM",3/16/2018 6:00:00,"14","Yes",,,,,,,,,,,1128,374,"TSC",0.00,1.00,0.00,2.00,2.00,3.00,0.00,2.00,1.00,1.00,1.20,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
375,12,"BTM",3/16/2018 22:00:00,"15","Yes",,,,,,,,,,,1129,375,"TSC",1.00,2.00,3.00,1.00,0.00,3.00,2.00,1.00,0.00,1.00,1.40,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
376,12,"BTM",3/18/2018 6:00:00,"16","Yes",,,,,,,,,,,1130,376,"TSC",0.00,1.00,3.00,0.00,3.00,3.00,3.00,4.00,1.00,2.00,2.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
377,12,"BTM",3/18/2018 6:00:00,"17","Yes",,,,,,,,,,,1131,377,"TSC",1.00,4.00,3.00,1.00,1.00,2.00,4.00,3.00,3.00,3.00,2.50,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
378,12,"BTM",3/18/2018 14:00:00,"18","Yes",,,,,,,,,,,1132,378,"TSC",3.00,2.00,1.00,1.00,1.00,4.00,0.00,2.00,2.00,3.00,1.90,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
379,12,"BTM",3/18/2018 22:00:00,"19","Yes",,,,,,,,,,,1133,379,"TSC",3.00,4.00,0.00,1.00,0.00,0.00,4.00,2.00,0.00,2.00,1.60,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
380,12,"BTM",3/18/2018 22:00:00,"20","Yes",,,,,,,,,,,1134,380,"TSC",1.00,0.00,0.00,0.00,2.00,4.00,0.00,1.00,0.00,1.00,0.90,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
381,12,"BTM",3/20/2018 6:00:00,"21","Yes",,,,,,,,,,,1135,381,"TSC",0.00,0.00,1.00,1.00,1.00,2.00,1.00,0.00,2.00,1.00,0.90,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
382,12,"BTM",3/20/2018 14:00:00,"22","Yes",,,,,,,,,,,1136,382,"TSC",1.00,0.00,0.00,3.00,1.00,4.00,1.00,1.00,1.00,0.00,1.20,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
383,12,"BTM",3/22/2018 6:00:00,"23","Yes",,,,,,,,,,,1137,383,"TSC",2.00,1.00,1.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.10,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
384,12,"BTM",3/22/2018 14:00:00,"24","Yes",,,,,,,,,,,1138,384,"TSC",1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,3.00,1.00,0.90,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
385,12,"BTM",3/22/2018 14:00:00,"25","Yes",,,,,,,,,,,1139,385,"TSC",1.00,0.00,1.00,3.00,1.00,1.00,1.00,2.00,1.00,2.00,1.30,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
386,12,"BTM",3/22/2018 22:00:00,"26","Yes",,,,,,,,,,,1140,386,"TSC",1.00,2.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.90,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
387,12,"Towel",3/16/2018 6:00:00,"5","Yes",,,,,,,,,,,1141,387,"TSC",17.00,25.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
388,12,"Towel",3/18/2018 6:00:00,"6","Yes",,,,,,,,,,,1142,388,"TSC",6.00,8.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
389,12,"Towel",3/20/2018 6:00:00,"7","Yes",,,,,,,,,,,1143,389,"TSC",12.00,9.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
390,12,"Towel",3/22/2018 6:00:00,"8","Yes",,,,,,,,,,,1144,390,"TSC",10.00,12.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
374,12,"BTM",3/16/2018 6:00:00,"14","Yes",,,,,,,,,,,1145,374,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
375,12,"BTM",3/16/2018 22:00:00,"15","Yes",,,,,,,,,,,1146,375,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
376,12,"BTM",3/18/2018 6:00:00,"16","Yes",,,,,,,,,,,1147,376,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
377,12,"BTM",3/18/2018 6:00:00,"17","Yes",,,,,,,,,,,1148,377,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
378,12,"BTM",3/18/2018 14:00:00,"18","Yes",,,,,,,,,,,1149,378,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
379,12,"BTM",3/18/2018 22:00:00,"19","Yes",,,,,,,,,,,1150,379,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
380,12,"BTM",3/18/2018 22:00:00,"20","Yes",,,,,,,,,,,1151,380,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
381,12,"BTM",3/20/2018 6:00:00,"21","Yes",,,,,,,,,,,1152,381,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
382,12,"BTM",3/20/2018 14:00:00,"22","Yes",,,,,,,,,,,1153,382,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
383,12,"BTM",3/22/2018 6:00:00,"23","Yes",,,,,,,,,,,1154,383,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
384,12,"BTM",3/22/2018 14:00:00,"24","Yes",,,,,,,,,,,1155,384,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
385,12,"BTM",3/22/2018 14:00:00,"25","Yes",,,,,,,,,,,1156,385,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
386,12,"BTM",3/22/2018 22:00:00,"26","Yes",,,,,,,,,,,1157,386,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
387,12,"Towel",3/16/2018 6:00:00,"5","Yes",,,,,,,,,,,1158,387,"PSC",0.00,0.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
388,12,"Towel",3/18/2018 6:00:00,"6","Yes",,,,,,,,,,,1159,388,"PSC",0.00,0.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
389,12,"Towel",3/20/2018 6:00:00,"7","Yes",,,,,,,,,,,1160,389,"PSC",0.00,0.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
390,12,"Towel",3/22/2018 6:00:00,"8","Yes",,,,,,,,,,,1161,390,"PSC",0.00,0.00,,,,,,,,,,12,3,2,3/8/2018 0:00:00,3/15/2018 5:00:00,3/21/2018 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
391,13,"BTM",3/27/2018 9:00:00,"1","No",,,,,,,,,,,1162,391,"MSC",2.00,2.00,2.00,0.00,1.00,3.00,1.00,1.00,1.00,1.00,1.40,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-4,1
392,13,"BTM",3/27/2018 17:00:00,"2","No",,,,,,,,,,,1163,392,"MSC",1.00,2.00,0.00,0.00,3.00,2.00,0.00,2.00,3.00,4.00,1.70,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-4,1
393,13,"BTM",3/28/2018 1:00:00,"3","No",,,,,,,,,,,1164,393,"MSC",4.00,3.00,4.00,1.00,0.00,2.00,2.00,3.00,2.00,2.00,2.30,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-4,1
394,13,"BTM",3/29/2018 9:00:00,"4","No",,,,,,,,,,,1165,394,"MSC",3.00,2.00,0.00,3.00,2.00,0.00,0.00,4.00,2.00,0.00,1.60,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-3,2
395,13,"BTM",3/29/2018 17:00:00,"5","No",,,,,,,,,,,1166,395,"MSC",3.00,1.00,1.00,0.00,3.00,1.00,3.00,0.00,0.00,2.00,1.40,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-3,2
396,13,"BTM",3/30/2018 1:00:00,"6","No",,,,,,,,,,,1167,396,"MSC",1.00,2.00,0.00,4.00,2.00,2.00,1.00,0.00,1.00,2.00,1.50,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-3,2
397,13,"BTM",3/31/2018 9:00:00,"7","No",,,,,,,,,,,1168,397,"MSC",0.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,2.00,5.00,1.10,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-2,3
398,13,"BTM",3/31/2018 17:00:00,"8","No",,,,,,,,,,,1169,398,"MSC",1.00,1.00,0.00,3.00,0.00,1.00,4.00,1.00,1.00,2.00,1.40,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-2,3
399,13,"BTM",4/1/2018 1:00:00,"9","No",,,,,,,,,,,1170,399,"MSC",2.00,2.00,1.00,4.00,2.00,2.00,0.00,2.00,3.00,3.00,2.10,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-2,3
400,13,"BTM",4/2/2018 9:00:00,"10","No",78,174,24,1,487,303,199,96,11,,1171,400,"MSC",1.00,0.00,0.00,1.00,1.00,2.00,1.00,1.00,4.00,2.00,1.30,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-1,4
401,13,"BTM",4/2/2018 17:00:00,"11","No",22,238,35,4,329,548,163,67,25,,1172,401,"MSC",0.00,0.00,2.00,3.00,2.00,1.33,0.00,2.00,1.00,3.00,1.43,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C","rep 6 was contaminated, was entered as average",-1,4
402,13,"BTM",4/3/2018 1:00:00,"12","No",103,123,11,2,188,328,91,37,10,,1173,402,"MSC",2.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.60,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-1,4
403,13,"Towel",3/27/2018 9:00:00,"1","No",,,,,,,,,,,1174,403,"MSC",9.00,9.00,,,,,,,,,,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-4,1
404,13,"Towel",3/29/2018 9:00:00,"2","No",,,,,,,,,,,1175,404,"MSC",3.00,0.00,,,,,,,,,,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-3,2
405,13,"Towel",3/31/2018 9:00:00,"3","No",,,,,,,,,,,1176,405,"MSC",20.00,25.00,,,,,,,,,,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-2,3
406,13,"Towel",4/2/2018 9:00:00,"4","No",78,174,24,1,487,303,199,96,11,,1177,406,"MSC",9.00,10.00,,,,,,,,,,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-1,4
391,13,"BTM",3/27/2018 9:00:00,"1","No",,,,,,,,,,,1178,391,"TSC",0.00,0.00,0.00,2.00,3.00,2.00,3.00,2.00,0.00,2.00,1.40,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-4,1
392,13,"BTM",3/27/2018 17:00:00,"2","No",,,,,,,,,,,1179,392,"TSC",8.00,1.00,4.00,5.00,3.00,3.00,2.00,3.00,4.00,3.00,3.60,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-4,1
393,13,"BTM",3/28/2018 1:00:00,"3","No",,,,,,,,,,,1180,393,"TSC",3.00,3.00,3.00,4.00,2.00,3.00,3.00,2.00,3.00,2.00,2.80,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-4,1
394,13,"BTM",3/29/2018 9:00:00,"4","No",,,,,,,,,,,1181,394,"TSC",1.00,5.00,5.00,1.00,0.00,3.00,6.00,5.00,2.00,2.00,3.00,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-3,2
395,13,"BTM",3/29/2018 17:00:00,"5","No",,,,,,,,,,,1182,395,"TSC",1.00,1.00,2.00,2.00,1.00,1.00,0.00,0.00,2.00,2.00,1.20,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-3,2
396,13,"BTM",3/30/2018 1:00:00,"6","No",,,,,,,,,,,1183,396,"TSC",1.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,1.00,2.00,1.90,13,3,3,3/27/2018 0:00:00,4/3/2018 7:30:00,4/10/2018 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-3,2
